"Nr. of features","Accuracy","Selected features"
12,0.8571428571428571,"Column3,Column6,Column7,Column10,Column11,Column12,Column14,Column17,Column18,Column20,Column21,Column22"
21,0.8351648351648352,"Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22"
10,0.8131868131868132,"Column7,Column8,Column9,Column11,Column15,Column16,Column18,Column19,Column20,Column22"
11,0.7912087912087912,"Column2,Column4,Column5,Column6,Column9,Column12,Column14,Column16,Column18,Column19,Column22"
7,0.7802197802197802,"Column3,Column4,Column6,Column11,Column12,Column21,Column22"
3,0.7142857142857143,"Column5,Column8,Column21"
18,0.8461538461538461,"Column1,Column2,Column3,Column5,Column6,Column7,Column9,Column10,Column11,Column13,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22"
13,0.8021978021978022,"Column1,Column2,Column3,Column5,Column6,Column7,Column8,Column11,Column12,Column14,Column17,Column20,Column21"
19,0.7582417582417582,"Column1,Column3,Column4,Column6,Column7,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22"
17,0.8131868131868132,"Column1,Column2,Column4,Column5,Column7,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column18,Column19,Column21,Column22"
