"Nr. of features","Accuracy","Selected features"
5,0.8241758241758241,"Column6,Column13,Column14,Column21,Column22"
8,0.7142857142857143,"Column1,Column2,Column13,Column14,Column16,Column18,Column19,Column21"
15,0.7142857142857143,"Column1,Column2,Column3,Column4,Column6,Column7,Column8,Column9,Column10,Column11,Column14,Column16,Column17,Column21,Column22"
16,0.8131868131868132,"Column2,Column4,Column6,Column7,Column8,Column9,Column10,Column12,Column13,Column14,Column16,Column17,Column18,Column20,Column21,Column22"
15,0.7472527472527473,"Column1,Column2,Column3,Column4,Column5,Column8,Column9,Column11,Column12,Column13,Column14,Column16,Column19,Column20,Column21"
14,0.7582417582417582,"Column1,Column2,Column3,Column5,Column6,Column8,Column10,Column11,Column13,Column14,Column16,Column19,Column21,Column22"
2,0.7362637362637363,"Column5,Column12"
19,0.7912087912087912,"Column1,Column2,Column3,Column4,Column5,Column6,Column8,Column9,Column10,Column11,Column13,Column14,Column15,Column16,Column17,Column18,Column20,Column21,Column22"
11,0.8241758241758241,"Column1,Column4,Column6,Column8,Column9,Column10,Column18,Column19,Column20,Column21,Column22"
4,0.7582417582417582,"Column2,Column4,Column5,Column20"
11,0.8241758241758241,"Column5,Column6,Column7,Column8,Column9,Column10,Column16,Column19,Column20,Column21,Column22"
3,0.7912087912087912,"Column2,Column13,Column21"
17,0.7582417582417582,"Column4,Column5,Column6,Column7,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22"
16,0.7912087912087912,"Column1,Column2,Column3,Column5,Column6,Column7,Column8,Column9,Column10,Column13,Column15,Column16,Column17,Column19,Column20,Column22"
5,0.7692307692307693,"Column1,Column3,Column9,Column15,Column21"
14,0.7032967032967034,"Column1,Column3,Column4,Column6,Column8,Column9,Column10,Column11,Column12,Column14,Column15,Column17,Column18,Column20"
6,0.7032967032967034,"Column2,Column7,Column9,Column11,Column14,Column22"
2,0.8131868131868132,"Column19,Column22"
20,0.8351648351648352,"Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column14,Column15,Column16,Column17,Column19,Column20,Column21,Column22"
9,0.7912087912087912,"Column7,Column8,Column11,Column12,Column13,Column16,Column17,Column21,Column22"
